map_square,top_right_lat,top_right_long
29,48.899596,2.32284123296
30,48.899596,2.32624448864
31,48.899596,2.3296477443200003
32,48.899596,2.333051
33,48.8973602,2.32284123296
34,48.8973602,2.32624448864
35,48.8973602,2.3296477443200003
36,48.8973602,2.333051
37,48.8951244,2.32284123296
38,48.8951244,2.32624448864
39,48.8951244,2.3296477443200003
40,48.8951244,2.333051
41,48.8928886,2.32284123296
42,48.8928886,2.32624448864
43,48.8928886,2.3296477443200003
44,48.8928886,2.333051
45,48.890652800000005,2.32284123296
46,48.890652800000005,2.32624448864
47,48.890652800000005,2.3296477443200003
48,48.890652800000005,2.333051
49,48.899596,2.33645425596
50,48.899596,2.33985751164
51,48.899596,2.3432607673200003
52,48.899596,2.346664023
53,48.8973602,2.33645425596
54,48.8973602,2.33985751164
55,48.8973602,2.3432607673200003
56,48.8973602,2.346664023
57,48.8951244,2.33645425596
58,48.8951244,2.33985751164
59,48.8951244,2.3432607673200003
60,48.8951244,2.346664023
61,48.8928886,2.33645425596
62,48.8928886,2.33985751164
63,48.8928886,2.3432607673200003
64,48.8928886,2.346664023
65,48.890652800000005,2.33645425596
66,48.890652800000005,2.33985751164
67,48.890652800000005,2.3432607673200003
68,48.890652800000005,2.346664023
69,48.899596,2.35006727796
70,48.899596,2.35347053364
71,48.899596,2.3568737893200002
72,48.899596,2.360277045
73,48.8973602,2.35006727796
74,48.8973602,2.35347053364
75,48.8973602,2.3568737893200002
76,48.8973602,2.360277045
77,48.8951244,2.35006727796
78,48.8951244,2.35347053364
79,48.8951244,2.3568737893200002
80,48.8951244,2.360277045
81,48.8928886,2.35006727796
82,48.8928886,2.35347053364
83,48.8928886,2.3568737893200002
84,48.8928886,2.360277045
85,48.890652800000005,2.35006727796
86,48.890652800000005,2.35347053364
87,48.890652800000005,2.3568737893200002
88,48.890652800000005,2.360277045
89,48.899596,2.36368030096
90,48.899596,2.36708355664
91,48.899596,2.3704868123200002
92,48.899596,2.373890068
93,48.8973602,2.36368030096
94,48.8973602,2.36708355664
95,48.8973602,2.3704868123200002
96,48.8973602,2.373890068
97,48.8951244,2.36368030096
98,48.8951244,2.36708355664
99,48.8951244,2.3704868123200002
100,48.8951244,2.373890068
101,48.8928886,2.36368030096
102,48.8928886,2.36708355664
103,48.8928886,2.3704868123200002
104,48.8928886,2.373890068
105,48.890652800000005,2.36368030096
106,48.890652800000005,2.36708355664
107,48.890652800000005,2.3704868123200002
108,48.890652800000005,2.373890068
109,48.899596,2.37729332396
