"NECKER","",""
"SUPERFICIES ( hectares )","157.8","100.0%"
"dont    
. voirie","41.1","26.0%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","4.0","2.6%"
". domaine ferroviaire","11.1","7.1%"
". équipements","25.4","16.1%"
". tissu urbain ordinaire (habitation, bureaux…)","76.2","48.3%"
