"LA   CHAPELLE","",""
"SUPERFICIES ( hectares )","134.8","100.0%"
"dont    
. voirie","28.5","21.2%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","5.8","4.3%"
". domaine ferroviaire","47.8","35.4%"
". équipements","16.0","11.9%"
". tissu urbain ordinaire (habitation, bureaux…)","36.6","27.1%"
