"SUPERFICIES ( hectares ) *","638.8","100.0%"
"dont    
. voirie","166.6","26.1%"
". voies d'eau","25.9","4.1%"
". espaces verts publics","36.8","5.8%"
". domaine ferroviaire","88.1","13.8%"
". équipements","80.1","12.5%"
". tissu urbain ordinaire (habitation, bureaux…)","241.4","37.8%"
