"BEL AIR","",""
"SUPERFICIES ( hectares ) *","138.6","100.0%"
"dont    
. voirie","47.4","34.2%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","6.8","4.9%"
". domaine ferroviaire","2.8","2.0%"
". équipements","25.4","18.3%"
". tissu urbain ordinaire (habitation, bureaux…)","56.2","40.5%"
