"PICPUS","",""
"SUPERFICIES ( hectares ) *","186.3","100.0%"
"dont    
. voirie","48.8","26.2%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","5.3","2.8%"
". domaine ferroviaire","1.8","1.0%"
". équipements","26.0","14.0%"
". tissu urbain ordinaire (habitation, bureaux…)","104.4","56.1%"
