"SUPERFICIES ( hectares )","254.0","100.0%"
"dont    
. voirie","61.6","24.3%"
". voies d'eau","8.2","3.2%"
". espaces verts publics","28.2","11.1%"
". domaine ferroviaire","0.6","0.2%"
". équipements","65.6","25.8%"
". tissu urbain ordinaire (habitation, bureaux…)","89.7","35.3%"
