"SAINT GERVAIS","",""
"SUPERFICIES ( hectares )","42.2","100.0%"
"dont    
. voirie","13.0","30.8%"
". voies d'eau","2.2","5.3%"
". espaces verts publics","1.3","3.0%"
". domaine ferroviaire","0.0","0.0%"
". équipements","6.7","15.9%"
". tissu urbain ordinaire (habitation, bureaux…)","19.0","45.1%"
