"SUPERFICIES ( hectares )","160.1","100.0%"
"dont    
. voirie","47.8","29.9%"
". voies d'eau","23.1","14.4%"
". espaces verts publics","5.9","3.7%"
". domaine ferroviaire","0.2","0.1%"
". équipements","23.2","14.5%"
". tissu urbain ordinaire (habitation, bureaux…)","59.9","37.4%"
