"SORBONNE","",""
"SUPERFICIES ( hectares )","43.3","100.0%"
"dont    
. voirie","15.1","34.8%"
". voies d'eau","0.8","1.8%"
". espaces verts publics","1.3","3.0%"
". domaine ferroviaire","0.0","0.0%"
". équipements","11.5","26.7%"
". tissu urbain ordinaire (habitation, bureaux…)","14.6","33.7%"
