"JARDIN DES PLANTES","",""
"SUPERFICIES ( hectares )","79.8","100.0%"
"dont    
. voirie","17.5","21.9%"
". voies d'eau","2.8","3.5%"
". espaces verts publics","22.8","28.6%"
". domaine ferroviaire","0.2","0.2%"
". équipements","12.0","15.0%"
". tissu urbain ordinaire (habitation, bureaux…)","24.6","30.8%"
