"TERNES","",""
"SUPERFICIES ( hectares )","146.6","100.0%"
"dont    
. voirie","55.0","37.5%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","10.1","6.9%"
". domaine ferroviaire","0.5","0.3%"
". équipements","9.4","6.4%"
". tissu urbain ordinaire (habitation, bureaux…)","71.6","48.8%"
