"PLAINE MONCEAU","",""
"SUPERFICIES ( hectares )","138.4","100.0%"
"dont    
. voirie","51.1","36.9%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","4.3","3.1%"
". domaine ferroviaire","1.0","0.7%"
". équipements","9.4","6.8%"
". tissu urbain ordinaire (habitation, bureaux…)","72.6","52.4%"
