"EPINETTES","",""
"SUPERFICIES ( hectares )","137.8","100.0%"
"dont    
. voirie","44.1","32.0%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","3.2","2.3%"
". domaine ferroviaire","8.3","6.0%"
". équipements","28.5","20.7%"
". tissu urbain ordinaire (habitation, bureaux…)","53.6","38.9%"
