"SUPERFICIES ( hectares )","566.9","100.0%"
"dont    
. voirie","182.9","32.3%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","20.6","3.6%"
". domaine ferroviaire","53.8","9.5%"
". équipements","52.9","9.3%"
". tissu urbain ordinaire (habitation, bureaux…)","256.7","45.3%"
