"CHAMPS ELYSEES","",""
"SUPERFICIES ( hectares )","114.1","100.0%"
"dont    
. voirie","48.7","42.7%"
". voies d'eau","9.8","8.6%"
". espaces verts publics","11.9","10.4%"
". domaine ferroviaire","0.0","0.0%"
". équipements","6.8","6.0%"
". tissu urbain ordinaire (habitation, bureaux…)","36.8","32.3%"
