"EUROPE","",""
"SUPERFICIES ( hectares )","118.3","100.0%"
"dont    
. voirie","32.9","27.9%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","8.7","7.4%"
". domaine ferroviaire","10.7","9.0%"
". équipements","8.7","7.4%"
". tissu urbain ordinaire (habitation, bureaux…)","57.2","48.3%"
