"SUPERFICIES ( hectares )","388.0","100.0%"
"dont    
. voirie","129.5","33.4%"
". voies d'eau","9.8","2.5%"
". espaces verts publics","21.6","5.6%"
". domaine ferroviaire","10.7","2.8%"
". équipements","29.0","7.5%"
". tissu urbain ordinaire (habitation, bureaux…)","187.5","48.3%"
