"CHAUSSEE D'ANTIN","",""
"SUPERFICIES ( hectares )","54.3","100.0%"
"dont    
. voirie","16.9","31.2%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","0.0","0.0%"
". domaine ferroviaire","0.0","0.0%"
". équipements","2.9","5.4%"
". tissu urbain ordinaire (habitation, bureaux…)","34.5","63.5%"
