"FAUBOURG MONTMARTRE","",""
"SUPERFICIES ( hectares )","41.7","100.0%"
"dont    
. voirie","11.9","28.5%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","0.1","0.1%"
". domaine ferroviaire","0.0","0.0%"
". équipements","1.8","4.4%"
". tissu urbain ordinaire (habitation, bureaux…)","27.9","66.9%"
