"SUPERFICIES ( hectares )","117.1","100.0%"
"dont    
. voirie","30.8","26.3%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","2.8","2.4%"
". domaine ferroviaire","0.0","0.0%"
". équipements","14.1","12.0%"
". tissu urbain ordinaire (habitation, bureaux…)","69.5","59.3%"
