"SUPERFICIES ( hectares ) *","790.5","100.0%"
"dont    
. voirie","236.3","29.9%"
". voies d'eau","33.2","4.2%"
". espaces verts publics","59.8","7.6%"
". domaine ferroviaire","3.1","0.4%"
". équipements","90.7","11.5%"
". tissu urbain ordinaire (habitation, bureaux…)","367.3","46.5%"
