"SUPERFICIES ( hectares )","289.2","100.0%"
"dont    
. voirie","68.5","23.7%"
". voies d'eau","5.3","1.8%"
". espaces verts publics","4.3","1.5%"
". domaine ferroviaire","23.8","8.2%"
". équipements","36.4","12.6%"
". tissu urbain ordinaire (habitation, bureaux…)","150.9","52.2%"
