"MONNAIE","",""
"SUPERFICIES ( hectares )","29.3","100.0%"
"dont    
. voirie","8.0","27.3%"
". voies d'eau","2.8","9.6%"
". espaces verts publics","0.1","0.2%"
". domaine ferroviaire","0.0","0.0%"
". équipements","3.8","12.9%"
". tissu urbain ordinaire (habitation, bureaux…)","14.6","49.9%"
