"ODEON","",""
"SUPERFICIES ( hectares )","71.6","100.0%"
"dont    
. voirie","15.0","20.9%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","25.1","35.1%"
". domaine ferroviaire","0.0","0.0%"
". équipements","14.4","20.1%"
". tissu urbain ordinaire (habitation, bureaux…)","17.1","23.9%"
