"MADELEINE","",""
"SUPERFICIES ( hectares )","76.1","100.0%"
"dont    
. voirie","22.2","29.2%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","0.5","0.6%"
". domaine ferroviaire","0.0","0.0%"
". équipements","8.3","10.9%"
". tissu urbain ordinaire (habitation, bureaux…)","45.1","59.2%"
