"SUPERFICIES ( hectares )","561.5","100.0%"
"dont    
. voirie","147.9","26.3%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","50.0","8.9%"
". domaine ferroviaire","11.0","2.0%"
". équipements","140.2","25.0%"
". tissu urbain ordinaire (habitation, bureaux…)","212.4","37.8%"
