"SUPERFICIES ( hectares )","409.0","100.0%"
"dont    
. voirie","109.1","26.7%"
". voies d'eau","23.8","5.8%"
". espaces verts publics","42.5","10.4%"
". domaine ferroviaire","0.2","0.1%"
". équipements","78.7","19.2%"
". tissu urbain ordinaire (habitation, bureaux…)","154.7","37.8%"
