"INVALIDES","",""
"SUPERFICIES ( hectares )","107.4","100.0%"
"dont    
. voirie","23.5","21.9%"
". voies d'eau","7.8","7.3%"
". espaces verts publics","15.4","14.3%"
". domaine ferroviaire","0.2","0.2%"
". équipements","33.8","31.5%"
". tissu urbain ordinaire (habitation, bureaux…)","26.6","24.8%"
