"SUPERFICIES ( hectares )","715.0","100.0%"
"dont    
. voirie","186.2","26.0%"
". voies d'eau","24.7","3.5%"
". espaces verts publics","32.1","4.5%"
". domaine ferroviaire","61.6","8.6%"
". équipements","126.1","17.6%"
". tissu urbain ordinaire (habitation, bureaux…)","284.3","39.8%"
