"SALPETRIERE","",""
"SUPERFICIES ( hectares )","118.2","100.0%"
"dont    
. voirie","24.0","20.3%"
". voies d'eau","7.6","6.4%"
". espaces verts publics","1.2","1.1%"
". domaine ferroviaire","17.4","14.7%"
". équipements","41.4","35.0%"
". tissu urbain ordinaire (habitation, bureaux…)","26.6","22.5%"
