"GARE","",""
"SUPERFICIES ( hectares )","304.4","100.0%"
"dont    
. voirie","79.2","26.0%"
". voies d'eau","17.1","5.6%"
". espaces verts publics","12.0","3.9%"
". domaine ferroviaire","34.2","11.2%"
". équipements","40.1","13.2%"
". tissu urbain ordinaire (habitation, bureaux…)","121.8","40.0%"
