"SECTEUR SECONDAIRE (2)","","27 504","31.3","18 900","25.3","14 888","21.4","15 582","21.0","8 977","12.8","4.7"
"dont","Industrie","18 340","20.9","11 290","15.1","9 744","14.0","10 278","13.9","-","","5.5"
"",". Industrie agro-alimentaire","-","","1 165","1.6","932","1.3","828","1.1","-","","-11.2"
"",". Production et distribution d'énergie","-","","700","0.9","752","1.1","980","1.3","-","","30.3"
"",". Industrie des biens intermédiaires","-","","1 390","1.9","844","1.2","808","1.1","-","","-4.3"
"",". Industrie des biens d'équipements","-","","3 160","4.2","2 188","3.2","2 436","3.3","-","","11.3"
"",". Industries des biens de consommations courantes","-","","4 875","6.5","5 028","7.2","5 226","7.0","-","","3.9"
"","Bâtiment et génie civil","9 164","10.4","7 610","10.2","5 144","7.4","5 304","7.2","-","","3.1"
