"GOUTTE D'OR","",""
"SUPERFICIES ( hectares )","109.0","100.0%"
"dont    
. voirie","21.6","19.8%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","0.8","0.7%"
". domaine ferroviaire","49.3","45.2%"
". équipements","3.6","3.3%"
". tissu urbain ordinaire (habitation, bureaux…)","33.7","31.0%"
