"CLIGNANCOURT","",""
"SUPERFICIES ( hectares )","165.3","100.0%"
"dont    
. voirie","49.0","29.7%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","5.9","3.6%"
". domaine ferroviaire","1.3","0.8%"
". équipements","26.4","16.0%"
". tissu urbain ordinaire (habitation, bureaux…)","82.7","50.0%"
