"GRANDES CARRIERES","",""
"SUPERFICIES ( hectares )","190.6","100.0%"
"dont    
. voirie","53.5","28.1%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","6.8","3.6%"
". domaine ferroviaire","0.9","0.5%"
". équipements","32.3","16.9%"
". tissu urbain ordinaire (habitation, bureaux…)","97.1","50.9%"
