"NOTRE DAME","",""
"SUPERFICIES ( hectares )","37.9","100.0%"
"dont    
. voirie","8.5","22.5%"
". voies d'eau","12.2","32.1%"
". espaces verts publics","2.5","6.7%"
". domaine ferroviaire","0.0","0.0%"
". équipements","5.3","14.1%"
". tissu urbain ordinaire (habitation, bureaux…)","9.3","24.6%"
