"HALLES","",""
"SUPERFICIES ( hectares )","41.2","100.0%"
"dont    
. voirie","14.1","34.2%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","5.1","12.4%"
". domaine ferroviaire","0.0","0.0%"
". équipements","2.7","6.6%"
". tissu urbain ordinaire (habitation, bureaux…)","19.3","46.8%"
