"PLACE VENDOME","",""
"SUPERFICIES ( hectares )","26.9","100.0%"
"dont    
. voirie","7.2","26.8%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","0.0","0.0%"
". domaine ferroviaire","0.0","0.0%"
". équipements","1.5","5.6%"
". tissu urbain ordinaire (habitation, bureaux…)","18.2","67.6%"
