"PLAISANCE","",""
"SUPERFICIES ( hectares )","178.5","100.0%"
"dont    
. voirie","48.4","27.1%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","11.0","6.1%"
". domaine ferroviaire","4.5","2.5%"
". équipements","34.9","19.6%"
". tissu urbain ordinaire (habitation, bureaux…)","79.7","44.7%"
