"ECOLE MILITAIRE","",""
"SUPERFICIES ( hectares )","80.8","100.0%"
"dont    
. voirie","27.4","34.0%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","1.9","2.4%"
". domaine ferroviaire","0.0","0.0%"
". équipements","22.8","28.3%"
". tissu urbain ordinaire (habitation, bureaux…)","28.6","35.4%"
