"GROS CAILLOU","",""
"SUPERFICIES ( hectares )","138.2","100.0%"
"dont    
. voirie","42.8","31.0%"
". voies d'eau","12.4","8.9%"
". espaces verts publics","23.3","16.9%"
". domaine ferroviaire","0.0","0.0%"
". équipements","6.2","4.5%"
". tissu urbain ordinaire (habitation, bureaux…)","53.5","38.7%"
