"ROCHECHOUART","",""
"SUPERFICIES ( hectares )","50.1","100.0%"
"dont    
. voirie","13.6","27.1%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","0.8","1.6%"
". domaine ferroviaire","0.0","0.1%"
". équipements","5.3","10.5%"
". tissu urbain ordinaire (habitation, bureaux…)","30.4","60.7%"
