"SAINT AMBROISE","",""
"SUPERFICIES ( hectares )","83.8","100.0%"
"dont    
. voirie","24.3","29.0%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","1.6","2.0%"
". domaine ferroviaire","0.0","0.0%"
". équipements","4.5","5.3%"
". tissu urbain ordinaire (habitation, bureaux…)","53.4","63.7%"
